 117
 14
 
  1180       962     0        0.000
   1182       970    .0        0.000
    895       920    .0        0.000
   1300       770    .0        0.000
   1182       956    .0        0.000
   1280       900    .0        0.000
   1272      1020    .0        0.000
   1146       937    .0        0.000
    900       942    .0        0.000
    880      1358    .0        0.000
   1269       901    .0        0.000
   1160      1326    .0        0.000
   1140       610    .0        0.000
   1265      1020    .0        0.000

   1272      1020         
   1280       900         
   1182       970         
    590      1280         
   1217      1165         
   1235      1080         
   1080      1126         
   1182      1200         
   1110       960         
   1145      1313         
   1187       768         
    359       967         
   1140       895         
   1300       792         
    980      1160         
   1225      1090         
   1075       595         
   1180       962         
   1230      1104         
   1129      1400         
    814       782         
   1176       955         
    363       700         
   1182      1235         
   1205       337         
   1220       755         
   1159      1432         
   1220      1175         
   1118      1010         
   1092       983         
    880      1012         
   1231      1085         
   1248      1027         
    755       802         
    808      1402         
   1145       715         
   1325       770         
   1217      1118         
   1186       957         
   1329       696         
   1336       743         
   1140       610         
   1024       965         
   1243       915         
   1217      1190         
    900       942         
    880      1358         
    978       872         
   1156      1164         
   1187       986         
    732      1038         
   1269       901         
   1146       937         
   1140       885         
   1085      1230         
   1176      1288         
    795      1044         
   1015      1137         
    630      1432         
   1130      1032         
   1070       325         
    960       978         
    935       458         
   1280       800         
   1173      1181         
    936      1238         
   1231      1076         
   1260       538         
   1086      1200         
    976      1080         
   1062      1405         
   1361       620         
   1359       673         
   1187       275         
   1045      1035         
   1137       919         
   1245       740         
   1156      1050         
   1160      1326         
   1170       466         
   1205       959         
   1235        93         
   1236      1112         
   1160      1035         
    761       766         
   1130      1205         
   1148      1178         
   1217       784         
    969       228         
   1300       770         
   1182       956         
    895       920         
   1265      1020         
   1171       960         
   1087       735         
   1118      1036         
    883      1058         
   1003      1004         
   1296       758         
     90       993         
    692      1930         
     67       661         
     82      1073         
    125      1369         
    955      1718         
    853      2110         
    844      1870         
    888      2015         
    136      1448         
     81      1361         
     72       699         
    853      2128         
    870      1998         
    907      2170         
    887      2330         
    537       165         
    400       136         

  150000
  
  300000
   300000
   300000
   300000
   300000
   300000
   300000
   300000
   300000
   300000
   300000
   300000
   300000
   300000
   
   17663
   21453
   35993
    4310
    0000
    5053
    2283
    2497
    0373
    2920
    8467
    3980
    0420
    6110
    0950
    5847
    8543
   52567
    8000
    0310
    3437
    0007
    2497
    8133
    5730
    2993
    8247
    2257
    1143
    2510
    1920
    3193
    1477
    0000
    2840
    9333
    3330
    8677
    0010
    3570
    0057
   10823
    2040
    1703
    6417
   14437
   14277
    8467
    1173
    0570
    7623
   12440
   16667
    0017
    0767
    2897
    0643
    7083
    6200
    3023
    3500
    5330
    2320
    3147
    4980
    5867
    1897
    4427
    0003
    0300
    3347
    4660
    1957
    1440
    7140
    2793
    3300
    4977
   11897
    9893
    2413
    7433
    3947
    5723
    0147
    3333
    1000
    2147
    633
   23163
   21830
   26493
   10000
    7843
    0603
    2270
    3293
    5237
    2000
    1660
    3143
    5877
    1793
    0190
    3150
    0000
    1283
    3410
    8230
    1760
    2370
    3880
    0710
    5213
    0573
    5700
    7537
    
    274.30 
     440.10
     535.10
     568.40
     581.70
     585.50
     623.40
     633.40
     655.60
     657.70
     675.60
     681.00
     691.80
     700.00
     
    0
    
    1
    
    
