88
8
 
74        41                  
118        34                 
 88        42                 
 95        30                 
 75        40                 
117        33                 
 83        42                 
 97        33                 

    74        41        
   118        34        
    88        42        
    95        30        
    75        40        
   117        33        
    83        42        
    97        33        
   112        34        
    99        29        
   122        37        
    77        39        
    86        40        
   123        38        
    82        30        
    83        40        
    88        43        
    90        35        
    77        39        
    71        42        
   122        48        
   106        32        
    82        41        
    90        30        
    87        36        
   105        40        
    98        30        
    97        33        
    98        35        
   123        46        
    95        39        
   118        34        
   111        32        
    90        39        
    81        35        
    84        34        
    76        37        
   107        35        
   122        38        
    80        40        
   121        39        
    93        45        
    96        36        
    85        39        
    80        26        
   120        37        
    96        41        
    84        42        
    79        43        
    97        38        
    93        45        
    91        30        
    79        36        
    77        38        
    90        32        
    94        42        
    97        41        
    89        43        
    86        32        
    92        35        
    71        42        
   112        41        
    73        42        
    85        43        
   116        44        
    84        30        
    96        39        
   123        45        
    90        40        
    74        43        
    81        34        
    75        40        
    82        38        
   106        36        
    77        40        
   105        41        
   101        47        
   120        39        
    72        43        
    92        39        
   123        47        
    77        39        
    76        39        
    85        38        
   112        47        
    70        44        
   100        44        
    73        44        

   9000000
   
25000000  
25000000 
25000000 
25000000 
25000000 
25000000 
25000000 
25000000 

7322564
3485398
2783726
1630553
1585577
1110549
1027974
1006877
 983403
 935933
 782248
 736014
 731327
 723959
 635230
 632910
 628088
 610337
 606900
 574283
 516259
 515342
 505616
 496938
 488374
 467610
 465622
 447619
 444719
 437319
 435146
 429433
 405390
 396685
 395934
 394017
 393069
 384736
 372242
 369879
 369365
 368383
 367302
 364040
 358548
 354202
 335795
 332943
 328123
 304011
 272235
 219531
 207951
 203056
 196637
 193187
 191972
 191262
 187106
 175795
 160728
 159936
 139739
 127321
 125738
 124773
 119883
 107786
 105227
 101082
  98052
  88675
  57287
  55859
  52376
  50008
  49256
  40443
  36006
  35481
  33840
  33187
  27630
  25968
  24569
  21325
  12906
   8247
   
   189.60  
    244.50 
     78.70 
     58.00 
     49.40 
    189.40 
     25.60 
     78.80 
     
     0
     
     1
     
     
