  134
  8  
  
 4038      1323  
 4150      1164  
 3979      1118  
 4452       980  
 4280       934  
 4025      1009  
 4548       962  
 4594      1072  

 3921      1238    
 3904      1240    
 3913      1250    
 4153      1214    
 4182      1225    
 4150      1206    
 4187      1322    
 4138      1196    
 4152      1218    
 4167      1218    
 4160      1219    
 4166      1212    
 4187      1327    
 3928      1276    
 4150      1195    
 4188      1324    
 4169      1193    
 4184      1227    
 4093      1227    
 4170      1205    
 4140      1207    
 4112      1191    
 4150      1196    
 4113      1271    
 4171      1224    
 4145      1178    
 4166      1213    
 3910      1248    
 4195      1205    
 4267      1054    
 4272      1053    
 4154      1156    
 4165      1144    
 4249      1058    
 4229      1129    
 4221      1049    
 4154      1157    
 4254      1057    
 4231      1114    
 4262      1080    
 4225      1004    
 4189       990    
 4185      1086    
 4184      1058    
 4272      1054    
 4195      1206    
 4305      1156    
 4203      1246    
 4313      1159    
 4386      1092    
 4213      1256    
 4217      1304    
 4242      1223    
 4229      1218    
 4374      1123    
 4248      1223    
 4234      1119    
 4379      1125    
 4376      1098    
 4391      1107    
 4386      1093    
 4209      1250    
 4201      1201    
 4201      1180    
 4212      1250    
 4382      1109    
 4368      1261    
 4368      1262    
 4541       992    
 4495      1077    
 4543       994    
 4478      1113    
 4470      1193    
 4450      1021    
 4550      1240    
 4474      1126    
 4478      1114    
 4476      1110    
 4541       991    
 4499      1250    
 4454       990    
 4303       941    
 4475       929    
 4380      1011    
 4266       990    
 4448       980    
 4279      1053    
 4393      1077    
 4347       954    
 4454       991    
 4410       963    
 4576      1015    
 4475       930    
 4360       835    
 4330       875    
 4469       803    
 4598       823    
 4391       803    
 4295       897    
 4270       895    
 4244       912    
 4255       929    
 4414       881    
 4390       804    
 4598       822    
 4329       861    
 4414       882    
 3921      1008    
 3935      1025    
 4011      1122    
 4001      1120    
 4011      1130    
 4010      1139    
 4127      1000    
 4083      1014    
 4048      1090    
 4126      1001    
 3999      1120    
 3931      1018    
 4001      1117    
 4020      1176    
 4022      1147    
 4021      1126    
 4005      1093    
 4005      1094    
 4239       934    
 3917      1010    
 3987      1021    
 3996      1047    
 4012      1137    
 4005      1026    
 3935      1026    
 4083      1015    
 3987      1022    

 850
 
 3000
 3000
 3000
 3000
 3000
 3000
 3000
 3000
 
  84
  71
 109
 123
  62
  63
   2
  70
  13
  65
  12
  79
  54
  51
  75
  18
  43
  40
  43
  40
  36
  30
   1
  34
  31
  50
  57
  26
 115
   2
  67
  36
  36
  32
  61
  64
  55
  17
  86
  35
  44
  63
  33
  18
   1
   6
  36
  69
 247
   1
  94
  87
  64
   2
  18
  41
  56
  33
  64
  35
  72
  56
 131
  66
   2
  32
   4
 273
   5
  86
   6
 137
  57
  25
  45
  47
   4
  34
  35
  42
 111
  63
   8
   3
  31
  28
  73
  64
  50
   1
  15
  86
  29
  57
 124
  16
 100
  16
  45
  35
 106
  30
  11
  38
   5
 155
  27
  33
 142
  55
 273
 176
 158
  70
  15
 220
 106
 114
 166
  18
  45
  47
   8
   2
  21
  87
  64
  26
 148
 212
 176
  32
  10
   1
   
   268
   268
   268
   268
   268
   268
   268
   268
   
   0
   
   1
   
   
